osan_id,paakohde_tyyppi_id,paatyyppi,alakohde_tyyppi_id,alatyyppi,materiaali_id,materiaali,rakenteellinen_kunnossapito,talvikunnossapito,tkp_kiireellisyys_lk,viher_hoitoluokkka_id,laatutaso_id,yllapidon_taso,yllapidon_taso_selite,puhtaanapito,puhtaanapito_vyohyke,aluetieto,alueen_nimi,alueen_kayttotarkoitus,viheralueen_id,viheralueen_nro,katualueen_id,katualueen_nro,kadunpitopaatos_pvm,osan_nro,osan_pituus,osan_leveys,osan_pinta_ala,paivitetty_pvm,datanomistaja,paivitetty_tietopalveluun,fid,x,y
487566,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,71,KA3,Yleiskatuvihreä,Kaupunkiympäristö Itä,3,Katu,Hiekkalaiturinraitti,Kevyt liikenne,,,5665,4651,1996-10-01,19,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169911,25508017.2217,6676438.3439
487592,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Henriksberginkuja,Kevyt liikenne,,,5700,4686,2006-06-08,14,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169926,25508538.9664,6676857.9629
487593,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkolahden Puistotie,Asuntokatu,,,5681,4667,2006-06-08,120,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169927,25508294.5555,6676627.9862
487594,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkolahden Aukio,Tori,,,5696,4682,2004-10-01,27,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169928,25508336.901,6676506.2848
487596,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkolahden Aukio,Tori,,,5696,4682,2004-10-01,29,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169929,25508322.4966,6676539.6356
487597,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5697,4683,2004-10-01,10,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169930,25508251.673,6676442.9947
487598,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5697,4683,2004-10-01,11,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169931,25508280.778,6676461.6466
487599,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5697,4683,2004-10-01,12,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169932,25508295.2676,6676471.1242
487601,32,Kalusteet ja leikkivälineet,383,Jäteastiat,6956,Keräysastia - Pakkaava - Bigbelly Solar,Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5698,4684,2006-06-08,75,0,0,0,2018-10-25,Helsinki/YLRE,2022-01-21,169933,25508449.2884,6676481.709
487604,32,Kalusteet ja leikkivälineet,383,Jäteastiat,6956,Keräysastia - Pakkaava - Bigbelly Solar,Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5698,4684,2006-06-08,78,0,0,0,2018-10-25,Helsinki/YLRE,2022-01-21,169934,25508495.0895,6676501.8963
487607,32,Kalusteet ja leikkivälineet,383,Jäteastiat,6956,Keräysastia - Pakkaava - Bigbelly Solar,Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5698,4684,2006-06-08,81,0,0,0,2018-10-25,Helsinki/YLRE,2022-01-21,169935,25508586.7436,6676542.2709
487610,32,Kalusteet ja leikkivälineet,383,Jäteastiat,6956,Keräysastia - Pakkaava - Bigbelly Solar,Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Aurinkoranta,Kevyt liikenne,,,5698,4684,2006-06-08,84,0,0,0,2019-04-12,Helsinki/YLRE,2022-01-21,169936,25508612.9906,6676553.6257
487615,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Meri-Rastilantie,Kokoojakatu tai -tie,,,4548,3602,1993-10-01,283,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169937,25506504.2951,6676618.9054
487616,32,Kalusteet ja leikkivälineet,383,Jäteastiat,5604,"HKI - H1 roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Meri-Rastilantori,Tori,,,4385,3609,2004-10-01,49,0,0,0,2020-09-22,Helsinki/YLRE,2022-01-21,169938,25506627.2221,6676798.4892
487617,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,70,KA2,Keskustakatuvihreä,Kaupunkiympäristö Itä,3,Katu,Vuotie,Pääkatu,,,4674,3788,2002-07-01,125,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169939,25506640.5195,6676901.5546
487618,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Vuotie,Pääkatu,,,4674,3788,2002-07-01,213,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169940,25506826.651,6676861.6926
487620,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Karavaanisilta,Kokoojakatu tai -tie,,,4699,3813,2004-10-01,12,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169941,25506634.8671,6676989.104
487621,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Vuoraitti,Kevyt liikenne,,,4672,3542,2002-07-01,57,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169942,25506640.9154,6677006.8072
487622,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Karavaanisilta,Kokoojakatu tai -tie,,,4699,3813,2004-10-01,14,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169943,25506646.0135,6676990.3364
487623,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Karavaanisilta,Kokoojakatu tai -tie,,,4699,3813,2004-10-01,15,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169944,25506643.1705,6676978.1343
487624,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Karavaanisilta,Kokoojakatu tai -tie,,,4699,3813,2004-10-01,16,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169945,25506663.0607,6676970.7535
487625,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Karavaanisilta,Kokoojakatu tai -tie,,,4699,3813,2004-10-01,17,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169946,25506669.387,6676981.6213
487628,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,52,KC1,Katumetsikkö,Kaupunkiympäristö Itä,3,Katu,Vuotie,Pääkatu,,,4674,3788,2002-07-01,365,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169947,25507376.2733,6676951.108
487629,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Itä,3,Katu,Vuotie,Pääkatu,,,5508,4506,1998-10-01,106,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169948,25507458.2558,6676996.4053
487631,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,71,KA3,Yleiskatuvihreä,Kaupunkiympäristö Itä,3,Katu,Rastilantie,Asuntokatu,,,4742,3856,1982-12-01,8,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169949,25506841.7029,6677450.8485
487632,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Kallvikintie,Kokoojakatu alueellinen,,,5502,4500,1975-11-25,50,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169950,25507442.2136,6677942.4019
487633,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Punakiventie,Asuntokatu,,,5541,4537,1973-10-09,100,0,0,0,2020-01-22,Helsinki/YLRE,2022-01-21,169951,25507934.4824,6677713.4586
487634,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Valtio,Ei talvikunnossapitoa,,,76,H1,"Hoitoluokittamaton, ei toimenpiteitä",Ei toimenpiteitä,3,Katu,Itäväylä,Moottoriväylä,,,5816,4752,,240,0,0,0,2020-02-03,Helsinki/YLRE,2022-01-21,169952,25507112.0133,6679752.1689
487635,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,73,KB3,Piennarniitty,Kaupunkiympäristö Itä,3,Katu,Kallvikintie,Kokoojakatu alueellinen,,,5502,4500,1975-11-25,107,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169953,25507606.1883,6679151.2937
487639,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Kallvikintie,Kokoojakatu alueellinen,,,27335,8175,2009-09-10,36,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169954,25507377.5282,6679958.6521
487661,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Itä,3,Katu,Meripellontie,Pääkatu,,,7726,5711,2002-07-01,224,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169965,25505610.6925,6677221.6203
487662,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Viikingintie,Kokoojakatu tai -tie,,,8966,6218,1985-12-01,78,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169966,25506162.6223,6678187.0982
487663,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,70,KA2,Keskustakatuvihreä,Kaupunkiympäristö Itä,3,Katu,Rättärinpolku,Kevyt liikenne,,,7742,5727,2002-07-01,16,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169967,25505337.3948,6677854.5449
487664,32,Kalusteet ja leikkivälineet,383,Jäteastiat,3959,Roska-astia - 100 litraa,Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Puotilan Metrotori,Tori,,,7743,5728,2004-10-01,10,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169968,25505259.287,6677972.4593
487665,32,Kalusteet ja leikkivälineet,383,Jäteastiat,5604,"HKI - H1 roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Itä,2,Katu,Kauppakartanonkatu,Kokoojakatu alueellinen,,,7697,5682,1980-12-15,392,0,0,0,2019-05-07,Helsinki/YLRE,2022-01-21,169969,25504246.4809,6677071.3152
487666,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Kaupunkiympäristö Itä,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,2,Katu,Lyypekinaukio,Tori,,,7712,5697,1989-08-15,24,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169970,25504573.4972,6677360.6458
487671,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Kurkimäenpuisto,Asemakaavoitettu viheralue,77421,3550,,,,18,0,0,0,2012-03-21,Helsinki/YLRE,2022-01-21,169971,25504117.2521,6679855.6607
487672,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Kurkimäenpuisto,Asemakaavoitettu viheralue,77421,3550,,,,19,0,0,0,2012-03-21,Helsinki/YLRE,2022-01-21,169972,25504091.3075,6679868.2172
487686,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Itä,3,Katu,Vartioharjuntie,Kokoojakatu tai -tie,,,8968,6220,1982-12-01,48,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,169974,25506125.0462,6678726.0689
487692,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Roihuvuori,Leikkipuisto,70241,3213,,,,133,0,0,0,2012-03-21,Helsinki/YLRE,2022-01-21,169975,25503424.1171,6676614.2123
487783,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,3,Viher,Myllypuron urheilupuisto läntinen,Asemakaavoitettu viheralue,94881,4325,,,,55,0,0,0,2012-03-21,Helsinki/YLRE,2022-01-21,169989,25503872.0175,6677477.3232
488023,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,3,Viher,Harakkamyllyntien puistometsä,Asemakaavoitettu viheralue,85921,3926,,,,2,0,0,0,2012-03-23,Helsinki/YLRE,2022-01-21,170006,25503061.1159,6679083.4246
488024,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Myllypurontien puistometsä,Asemakaavoitettu viheralue,85961,3928,,,,54,0,0,0,2012-03-23,Helsinki/YLRE,2022-01-21,170007,25503291.5898,6679168.4847
488061,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,MYLLYNSIIVEN PUISTIKOT,Asemakaavoitettu viheralue,87381,3954,,,,6,0,0,0,2012-03-23,Helsinki/YLRE,2022-01-21,170031,25503623.8094,6679108.7583
488512,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,STRÖMSINLAHDENPUISTO,Asemakaavoitettu viheralue,70341,3218,,,,20,0,0,0,2012-03-30,Helsinki/YLRE,2022-01-21,170195,25503521.6467,6676372.2839
489016,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1837,Oletusmateriaali,Kaupunkiympäristö Länsi,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Länsi,3,Katu,Puustellinaukio,Tori,,,1426,1209,1986-12-31,115,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,170366,25492283.6537,6681543.5298
489017,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1837,Oletusmateriaali,Kaupunkiympäristö Länsi,Ei talvikunnossapitoa,,,3,III,Tonttikadut ja vähäliikenteiset klv:t,Kaupunkiympäristö Länsi,3,Katu,Puustellinaukio,Tori,,,1426,1209,1986-12-31,116,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,170367,25492309.8893,6681516.7715
489018,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1837,Oletusmateriaali,Kaupunkiympäristö Länsi,Kaupunkiympäristö Länsi,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Länsi,3,Katu,Malminkartanonaukio,Tori,,,1429,1212,1986-12-31,117,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,170368,25492362.0847,6681651.9418
489019,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1837,Oletusmateriaali,Kaupunkiympäristö Länsi,Kaupunkiympäristö Länsi,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Länsi,3,Katu,Malminkartanonaukio,Tori,,,1429,1212,1986-12-31,118,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,170369,25492352.63,6681667.0945
489133,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,121,,C2,Ulkoilu- ja virkistysmetsä,Ei toimenpiteitä,5,Viher,Viikki - Vanhankaupunginlahti,Yleiskaavan viheralue / luonnonsuojelualue,165821,7332,,,,41,0,0,0,2013-06-07,Helsinki/YLRE,2022-01-21,170415,25500180.9392,6678479.151
489157,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,121,,C2,Ulkoilu- ja virkistysmetsä,Ei toimenpiteitä,5,Viher,Viikki - Vanhankaupunginlahti,Yleiskaavan viheralue / luonnonsuojelualue,165821,7332,,,,52,0,0,0,2013-06-07,Helsinki/YLRE,2022-01-21,170423,25500548.371,6678053.4211
489306,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,121,,C2,Ulkoilu- ja virkistysmetsä,Ei toimenpiteitä,5,Viher,Viikki - Vanhankaupunginlahti,Yleiskaavan viheralue / luonnonsuojelualue,165821,7332,,,,72,0,0,0,2013-06-07,Helsinki/YLRE,2022-01-21,170477,25500171.4757,6678482.2649
489307,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,121,,C2,Ulkoilu- ja virkistysmetsä,Ei toimenpiteitä,5,Viher,Viikki - Vanhankaupunginlahti,Yleiskaavan viheralue / luonnonsuojelualue,165821,7332,,,,73,0,0,0,2013-06-07,Helsinki/YLRE,2022-01-21,170478,25500352.2787,6678453.2458
489350,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,2001,,C1.1,Puistometsä,Ei toimenpiteitä,5,Viher,Puistometsä,Koira-aitaus,47901,2215,,,,4,0,0,0,2014-11-27,Helsinki/YLRE,2022-01-21,170503,25504664.7133,6682847.6806
489351,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,2001,,C1.1,Puistometsä,Ei toimenpiteitä,5,Viher,Puistometsä,Koira-aitaus,47901,2215,,,,5,0,0,0,2018-11-16,Helsinki/YLRE,2022-01-21,170504,25504661.6674,6682848.193
489356,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Suojavyöhyke,Suojaviheralue / koira-aitaus,59221,2713,,,,3,0,0,0,2012-04-17,Helsinki/YLRE,2022-01-21,170505,25499848.9696,6683531.3884
489386,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,FALLKULLANPELTO,Koira-aitaus,63981,2938,,,,5,0,0,0,2012-04-18,Helsinki/YLRE,2022-01-21,170506,25502139.3862,6682792.4725
489387,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,FALLKULLANPELTO,Koira-aitaus,63981,2938,,,,6,0,0,0,2012-04-18,Helsinki/YLRE,2022-01-21,170507,25502144.8838,6682865.672
489436,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2318,"Syväkeräyssäiliö, 1300 litraa, molok city-kita",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,Kurranummi,Koira-aitaus,49961,2301,,,,6,0,0,0,2018-08-03,Helsinki/YLRE,2022-01-21,170522,25500934.4427,6683961.7645
489505,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,5,Viher,KIVINOKKA KESÄMAJA-ALUE,Yleiskaavan viheralue / kesämaja-alue,65481,2996,,,,163,0,0,0,2012-04-20,Helsinki/YLRE,2022-01-21,170542,25500018.5519,6676011.8729
489506,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,5,Viher,KIVINOKKA KESÄMAJA-ALUE,Yleiskaavan viheralue / kesämaja-alue,65481,2996,,,,166,0,0,0,2012-04-20,Helsinki/YLRE,2022-01-21,170543,25500279.4025,6676046.2363
489507,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,5,Viher,KIVINOKKA KESÄMAJA-ALUE,Yleiskaavan viheralue / kesämaja-alue,65481,2996,,,,194,0,0,0,2012-04-20,Helsinki/YLRE,2022-01-21,170544,25500318.0168,6675907.3056
489508,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,5,Viher,KIVINOKKA KESÄMAJA-ALUE,Yleiskaavan viheralue / kesämaja-alue,65481,2996,,,,195,0,0,0,2012-04-20,Helsinki/YLRE,2022-01-21,170545,25500209.4898,6675874.6013
489509,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Itä,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,5,Viher,KIVINOKKA KESÄMAJA-ALUE,Yleiskaavan viheralue / kesämaja-alue,65481,2996,,,,196,0,0,0,2012-04-20,Helsinki/YLRE,2022-01-21,170546,25500177.9992,6675899.7935
